order_id,pharmacy_id,pharmacy_name,placed_at,product_id,product_name,manufacturer,requested_qty,unit
ORD-002843,PHARM-019,Luxor Temple Dispensary · Mansoura,2026-08-03T11:08:39.806Z,PROD-0030,EDABONE ORAL SUSP. 120 ML,NAPCO PHARMA > ED PHARMA,40,pack
ORD-002844,PHARM-020,Aswan River Care · Tanta,2026-08-13T10:30:30.684Z,PROD-0017,ATOR 10 MG 7 TABS.,EIPICO,20,pack
ORD-002845,PHARM-045,Katameya Health Gate · Minya,2026-03-10T17:46:55.542Z,PROD-0079,MAVEY 30 CAPS.,> SMAFY PHARMA,100,pack
ORD-002846,PHARM-042,Shorouk Central Pharmacy · Zagazig,2026-08-02T22:15:36.536Z,PROD-0095,EPIGONAL 75 I.U. 1 AMP.,EIPICO,200,pack
ORD-002847,PHARM-034,Hurghada Red Sea Care · Mansoura,2026-03-09T10:27:42.277Z,PROD-0028,SCALA TETRO HAIR SERUM 120 ML,ITALIAN COSMETICS COMPANY > FEEL GOOD CANADA,25,pack
ORD-002847,PHARM-034,Hurghada Red Sea Care · Mansoura,2026-03-09T10:27:42.277Z,PROD-0183,SPASMOFREE 10MG/5ML SYRUP 120ML,ADWIA,200,pack
ORD-002847,PHARM-034,Hurghada Red Sea Care · Mansoura,2026-03-09T10:27:42.277Z,PROD-0069,EMPAGLIMAX 25 MG 30 F.C. TABS.,HIKMA PHARMA,30,pack
ORD-002848,PHARM-031,Shibin El-Kom Med · Cairo,2026-08-02T05:09:14.132Z,PROD-0133,S-26 PROMIL GOLD 2 MILK 400 GM,PFIZER > FOOD AND BEVERAGE TRADING,75,pack
ORD-002849,PHARM-043,Madinaty Community Care · Damanhur,2026-08-07T10:52:58.273Z,PROD-0129,GLUCOPHAGE 1000 MG 30 F.C.TABS.,MINA PHARM > MERCK SANTE-FRANCE,150,pack
ORD-002850,PHARM-040,Obour City Pharmacy · Suez,2026-06-01T03:52:56.553Z,PROD-0078,FENU H 20 CAPSULES,DAWA EGYPT INTERNATIONAL > UNITRADE PHARMA,20,pack
ORD-002850,PHARM-040,Obour City Pharmacy · Suez,2026-06-01T03:52:56.553Z,PROD-0064,KODAFERT 30 SACHETS,ORGANIX > KODAK,200,pack
ORD-002850,PHARM-040,Obour City Pharmacy · Suez,2026-06-01T03:52:56.553Z,PROD-0144,YATY VERFE 20 MG,EGPI > GAMMA PHARMA,75,pack
ORD-002850,PHARM-040,Obour City Pharmacy · Suez,2026-06-01T03:52:56.553Z,PROD-0063,DECLOPHEN 12.5MG 5 INFANTILE SUPP.,PHARCO,200,pack
ORD-002851,PHARM-023,Suez Crescent Care · Ismailia,2026-05-03T03:43:26.459Z,PROD-0121,DRAKON UNDER-ARM WHITENING CREAM 50 GM,XFACTOR MEDICAL > PHARMA CRUISE MEDICAL,75,pack
ORD-002851,PHARM-023,Suez Crescent Care · Ismailia,2026-05-03T03:43:26.459Z,PROD-0120,AVEROZOLID 200MG/100ML I.V. INFUSION 300 ML,OTSUKA > AVERROES PHARMA-EGYPT,100,pack
ORD-002851,PHARM-023,Suez Crescent Care · Ismailia,2026-05-03T03:43:26.459Z,PROD-0077,FEBURIC 120 MG 10 F.C. TABS.,HIKMA PHARMA,30,pack
ORD-002852,PHARM-028,Fayoum Green Health · Damanhur,2026-05-13T11:48:35.911Z,PROD-0046,USERVIVE 200 ML VAGINAL DOUSH,NILE COSMETICS > AL SALAM MEDICAL,50,pack
ORD-002853,PHARM-040,Obour City Pharmacy · Suez,2026-01-06T20:41:11.863Z,PROD-0121,DRAKON UNDER-ARM WHITENING CREAM 50 GM,XFACTOR MEDICAL > PHARMA CRUISE MEDICAL,25,pack
ORD-002854,PHARM-030,Kafr El-Sheikh Hub · Minya,2026-07-15T05:39:55.171Z,PROD-0102,ANGIOBLOCK MONO 150 MG 30 F.C. TABS.,GLOBAL NAPI PHARMACEUTICALS > GLOBAL ADVANCED PHARMACEUTICALS (GAP),20,pack
ORD-002855,PHARM-002,El-Ezaby Branch · Giza,2025-10-28T09:50:53.836Z,PROD-0066,EUTAXER 20 MG VIAL,HIKMA SPECIALIZED PHARMACEUTICALS,75,pack
ORD-002856,PHARM-002,El-Ezaby Branch · Giza,2026-08-07T22:31:05.987Z,PROD-0046,USERVIVE 200 ML VAGINAL DOUSH,NILE COSMETICS > AL SALAM MEDICAL,40,pack
ORD-002857,PHARM-012,Heliopolis Community Pharmacy · Zagazig,2026-06-21T03:31:12.312Z,PROD-0187,UNITRYPSINTO 10 TABLETS,ORGANIX > GRINTA PHARMA,40,pack
ORD-002858,PHARM-042,Shorouk Central Pharmacy · Zagazig,2026-08-09T10:02:48.094Z,PROD-0071,ERYTHROCID 200 MG/5ML SUSP. 60ML (N/A),CID,75,pack
ORD-002859,PHARM-023,Suez Crescent Care · Ismailia,2025-10-09T20:18:45.081Z,PROD-0170,NAPIFIT 100MG 4 F.C.TAB. (N/A),GLOBAL NAPI PHARMACEUTICALS,10,pack
ORD-002860,PHARM-003,Seif Care Center · Alexandria,2026-02-17T09:30:57.340Z,PROD-0174,PICOPREP POWDER FOR ORAL SOLN. 2 SACHETS,FERRING PHARMACEUTICALS > MULTIPHARMA,150,pack
ORD-002861,PHARM-007,Delta Cure Pharmacy · Aswan,2025-11-21T01:41:00.122Z,PROD-0032,CAL-MAG-JOINT 30 TABS.,HOCHSTER PHARMACEUTICAL INDUSTRIES,200,pack
ORD-002862,PHARM-048,Imbaba Community Dispensary · Alexandria,2026-06-16T05:07:12.376Z,PROD-0106,UNIMER PED. ISOTONIC 9% NASAL SPRAY 100ML,LDPSA > WALFARM,40,pack
ORD-002863,PHARM-049,Ain Shams Health Hub · Mansoura,2026-07-13T07:05:57.981Z,PROD-0052,CLARIKAN S.R. 500 MG 14 F.C. TAB.,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI),25,pack
ORD-002864,PHARM-029,Damietta Coast Pharmacy · Beni Suef,2025-12-25T19:09:57.904Z,PROD-0162,RANDOLANEX 100 MG 20 SACHETS,PHAROPHARMA,60,pack
ORD-002865,PHARM-038,Sheikh Zayed Care · Ismailia,2026-08-02T13:41:41.834Z,PROD-0130,METHOTREXATE 25MG/ML (20ML=500MG) VIAL,ORION PHARMA-FINLAND > S.M. PHARMA,200,pack
ORD-002865,PHARM-038,Sheikh Zayed Care · Ismailia,2026-08-02T13:41:41.834Z,PROD-0090,DEXTROSE 25% (ALLMED) I.V. INF. 500 ML (RUBBER CAP),ALLMED MIDDLE EAST,25,pack
ORD-002865,PHARM-038,Sheikh Zayed Care · Ismailia,2026-08-02T13:41:41.834Z,PROD-0058,CYTARABINE 500MG/10ML VIAL(N/A),CHOONGWAE PHARMA-KOREA > GENERAL TECHNOLOGY-EGYPT,100,pack
ORD-002865,PHARM-038,Sheikh Zayed Care · Ismailia,2026-08-02T13:41:41.834Z,PROD-0115,TOMED LACTOFERRIN 200 MG MULTIVITAMIN,SWIVEL NUTRIENT > WELLMED,150,pack
ORD-002866,PHARM-018,Tanta Hope Pharmacy · Alexandria,2026-05-02T17:45:16.843Z,PROD-0015,VERDEX PRIME ALBA SERUM 50 ML,EGOTECK SRL > MACRO GROUP PHARMACEUTICALS,75,pack
ORD-002867,PHARM-006,Pyramids Medical · Luxor,2026-07-31T06:39:34.095Z,PROD-0144,YATY VERFE 20 MG,EGPI > GAMMA PHARMA,150,pack
ORD-002868,PHARM-017,Mansoura City Pharmacy · Giza,2026-05-24T16:50:45.105Z,PROD-0060,FERNILAR 5 MG 20 F.C.TABS.,EGPI > ABBOTT,75,pack
ORD-002869,PHARM-006,Pyramids Medical · Luxor,2026-08-04T23:40:35.349Z,PROD-0090,DEXTROSE 25% (ALLMED) I.V. INF. 500 ML (RUBBER CAP),ALLMED MIDDLE EAST,40,pack
ORD-002870,PHARM-044,Rehab City Medical · Beni Suef,2026-04-07T07:22:22.150Z,PROD-0176,STEVIA 40 SACHETS SWEETENER,ATOS PHARMA,100,pack
ORD-002871,PHARM-030,Kafr El-Sheikh Hub · Minya,2026-03-14T08:58:49.586Z,PROD-0137,OVA WOMEN 60 TABS.,COPAD > DRUG PHARMA EGYPT,25,pack
ORD-002872,PHARM-048,Imbaba Community Dispensary · Alexandria,2026-06-28T19:41:01.766Z,PROD-0200,EGYFINE CREAM 50 GM,LEADER COSMETICS > VORTEX,60,pack
ORD-002873,PHARM-001,Nile Care Pharmacy · Cairo,2026-04-24T17:37:40.196Z,PROD-0160,STERILE WATER FOR INJECTION USP 20,CID,50,pack
ORD-002874,PHARM-022,Port Said Gate Pharmacy · Aswan,2026-04-18T05:19:13.409Z,PROD-0009,AMIPAREN 10% I.V. INF. 500 ML,OTSUKA,100,pack
ORD-002875,PHARM-013,Nasr City Cure · Damanhur,2025-10-06T10:08:51.295Z,PROD-0046,USERVIVE 200 ML VAGINAL DOUSH,NILE COSMETICS > AL SALAM MEDICAL,100,pack
ORD-002875,PHARM-013,Nasr City Cure · Damanhur,2025-10-06T10:08:51.295Z,PROD-0186,TRUJET SCALP LOTION 100 ML,EGYPTIAN COMPANY FOR COSMETICS > TEJEDA PHARMA,150,pack
ORD-002876,PHARM-027,Sohag Sun Pharmacy · Zagazig,2025-10-21T19:52:16.679Z,PROD-0090,DEXTROSE 25% (ALLMED) I.V. INF. 500 ML (RUBBER CAP),ALLMED MIDDLE EAST,75,pack
ORD-002877,PHARM-049,Ain Shams Health Hub · Mansoura,2026-08-08T06:08:01.133Z,PROD-0083,NERVIDOX 30 SUBLINGUAL TABS.,DEBEIKY > LAMAR PHARMA,30,pack
ORD-002878,PHARM-011,Maadi Prescription Hub · Asyut,2026-07-13T08:51:52.200Z,PROD-0186,TRUJET SCALP LOTION 100 ML,EGYPTIAN COMPANY FOR COSMETICS > TEJEDA PHARMA,30,pack
ORD-002878,PHARM-011,Maadi Prescription Hub · Asyut,2026-07-13T08:51:52.200Z,PROD-0116,LEPTROGINE 25 MG 30 CHEWABLE TAB.,ADWIA,100,pack
ORD-002879,PHARM-015,Mohandessin Pharmacy · Minya,2026-02-12T18:32:13.369Z,PROD-0048,KIDDO 3 ORAL DROPS 10 ML,PRO-BIO PHARMA >,10,pack
ORD-002880,PHARM-022,Port Said Gate Pharmacy · Aswan,2025-10-08T16:54:45.286Z,PROD-0024,BIOTIN FORTE 5MG 60 CAPS.,UNIPHARMA,60,pack
ORD-002880,PHARM-022,Port Said Gate Pharmacy · Aswan,2025-10-08T16:54:45.286Z,PROD-0154,SIENTA SHAMPOO 200 ML,EGPI > EGD,25,pack
ORD-002881,PHARM-002,El-Ezaby Branch · Giza,2026-07-18T06:22:43.455Z,PROD-0148,REGETAL CREAM 50 GM,LEADER COSMETICS > AGLAN PHARMA,30,pack
ORD-002882,PHARM-015,Mohandessin Pharmacy · Minya,2026-08-03T21:16:15.693Z,PROD-0027,SYMBICORT 320/9MCG TURBUHALER 60 DOSES,ASTRA ZENECA,75,pack
ORD-002883,PHARM-020,Aswan River Care · Tanta,2026-07-26T02:13:47.657Z,PROD-0011,NORVASC VAL 5/160MG 30 F.C.TABS.,PFIZER > VIATRIS EGYPT,100,pack
ORD-002884,PHARM-045,Katameya Health Gate · Minya,2026-04-23T02:24:19.159Z,PROD-0176,STEVIA 40 SACHETS SWEETENER,ATOS PHARMA,100,pack
ORD-002885,PHARM-024,Asyut University Dispensary · Port Said,2026-08-02T23:08:34.278Z,PROD-0112,SEROLACT 10 SACHET,DUTCH UNITED > LUXOR PHARMA,10,pack
ORD-002886,PHARM-016,Giza Oasis Care · Cairo,2026-05-18T14:31:38.218Z,PROD-0015,VERDEX PRIME ALBA SERUM 50 ML,EGOTECK SRL > MACRO GROUP PHARMACEUTICALS,60,pack
ORD-002887,PHARM-008,Alexandria Central · Ismailia,2026-05-22T13:37:41.925Z,PROD-0098,LUCOCID-R 3% OINT. 30 GM,CID,75,pack
ORD-002887,PHARM-008,Alexandria Central · Ismailia,2026-05-22T13:37:41.925Z,PROD-0083,NERVIDOX 30 SUBLINGUAL TABS.,DEBEIKY > LAMAR PHARMA,75,pack
ORD-002888,PHARM-030,Kafr El-Sheikh Hub · Minya,2025-10-10T18:38:22.097Z,PROD-0060,FERNILAR 5 MG 20 F.C.TABS.,EGPI > ABBOTT,10,pack
ORD-002889,PHARM-015,Mohandessin Pharmacy · Minya,2026-06-18T15:02:05.557Z,PROD-0039,CEPHOXIN 250MG/5ML DRY SUSP. 60 ML,PHARCO B,25,pack
ORD-002890,PHARM-026,Qena Family Care · Asyut,2025-10-18T06:23:51.376Z,PROD-0151,CORDALEN 100 ML OIL SPRAY,ECC > BME PHARMA,200,pack
ORD-002891,PHARM-007,Delta Cure Pharmacy · Aswan,2025-12-09T21:03:23.413Z,PROD-0147,GYBENASH 300 MG 30 CAPS.,BIOMED,200,pack
ORD-002892,PHARM-043,Madinaty Community Care · Damanhur,2025-12-08T19:50:24.374Z,PROD-0121,DRAKON UNDER-ARM WHITENING CREAM 50 GM,XFACTOR MEDICAL > PHARMA CRUISE MEDICAL,75,pack
ORD-002893,PHARM-002,El-Ezaby Branch · Giza,2026-08-06T22:33:19.957Z,PROD-0009,AMIPAREN 10% I.V. INF. 500 ML,OTSUKA,30,pack
ORD-002894,PHARM-022,Port Said Gate Pharmacy · Aswan,2026-08-02T15:32:02.615Z,PROD-0164,YUTOPAR 10MG/ML AMP.,PHARCO,60,pack
ORD-002894,PHARM-022,Port Said Gate Pharmacy · Aswan,2026-08-02T15:32:02.615Z,PROD-0142,MAGIC HAIR OIL 60 ML,HI-CARE > PRIMA PHARM,100,pack
ORD-002894,PHARM-022,Port Said Gate Pharmacy · Aswan,2026-08-02T15:32:02.615Z,PROD-0187,UNITRYPSINTO 10 TABLETS,ORGANIX > GRINTA PHARMA,25,pack
ORD-002895,PHARM-049,Ain Shams Health Hub · Mansoura,2026-03-02T08:10:51.593Z,PROD-0190,GRASP 50 MG 20 F.C. TABS.,EGYPHAR,75,pack
ORD-002895,PHARM-049,Ain Shams Health Hub · Mansoura,2026-03-02T08:10:51.593Z,PROD-0137,OVA WOMEN 60 TABS.,COPAD > DRUG PHARMA EGYPT,30,pack
ORD-002896,PHARM-013,Nasr City Cure · Damanhur,2026-02-19T08:40:17.933Z,PROD-0097,CO-TAREG 160/12.5MG 14 F.C.TABS.,NOVARTIS,200,pack
ORD-002897,PHARM-015,Mohandessin Pharmacy · Minya,2026-08-05T23:22:40.089Z,PROD-0181,GYNOMONIX 0.8% VAG. CREAM 30 GM,MEDIZEN PHARMACEUTICAL INDUSTRIES,30,pack
ORD-002897,PHARM-015,Mohandessin Pharmacy · Minya,2026-08-05T23:22:40.089Z,PROD-0131,GLOBISOLONE 500MG I.V./I.M. LYOPHILIZED POWDER VIAL,GLOBAL PHARMACEUTICAL INDUSTRIES,50,pack
ORD-002897,PHARM-015,Mohandessin Pharmacy · Minya,2026-08-05T23:22:40.089Z,PROD-0103,HEMACHEF  30 CAPS,ORGANEX > CHEFAA MEDICAL,40,pack
ORD-002897,PHARM-015,Mohandessin Pharmacy · Minya,2026-08-05T23:22:40.089Z,PROD-0020,WOUNCURE TOPICAL POWDER 20 GM,RIVA PHARMA S.A.E. > QUADRA PHARM,50,pack
ORD-002898,PHARM-010,Zamalek Wellness · Suez,2025-10-29T13:57:55.871Z,PROD-0064,KODAFERT 30 SACHETS,ORGANIX > KODAK,200,pack
ORD-002899,PHARM-004,Misr Modern Dispensary · Mansoura,2026-06-21T20:24:02.177Z,PROD-0155,CLEAR- SCALP 180 ML SHAMPOO,NILE COSMETICS-EGYPT > EUREKA PHARMACEUTICAL,10,pack
ORD-002900,PHARM-021,Ismailia Canal Pharmacy · Luxor,2026-05-28T01:44:39.713Z,PROD-0097,CO-TAREG 160/12.5MG 14 F.C.TABS.,NOVARTIS,100,pack
ORD-002901,PHARM-025,Zagazig Central Pharmacy · Suez,2026-05-20T05:02:00.582Z,PROD-0027,SYMBICORT 320/9MCG TURBUHALER 60 DOSES,ASTRA ZENECA,200,pack
ORD-002902,PHARM-042,Shorouk Central Pharmacy · Zagazig,2026-06-07T05:01:59.619Z,PROD-0121,DRAKON UNDER-ARM WHITENING CREAM 50 GM,XFACTOR MEDICAL > PHARMA CRUISE MEDICAL,75,pack
ORD-002902,PHARM-042,Shorouk Central Pharmacy · Zagazig,2026-06-07T05:01:59.619Z,PROD-0182,CORVIBEAK 20 CAPS.,ORGANIX > BIOMED,60,pack
ORD-002903,PHARM-038,Sheikh Zayed Care · Ismailia,2026-06-19T10:09:03.719Z,PROD-0165,INFINITY FACIAL WASH 200 ML,EGYPTIAN COMPANY FOR COSMETICS > INFINITY PHARM,75,pack
ORD-002903,PHARM-038,Sheikh Zayed Care · Ismailia,2026-06-19T10:09:03.719Z,PROD-0186,TRUJET SCALP LOTION 100 ML,EGYPTIAN COMPANY FOR COSMETICS > TEJEDA PHARMA,200,pack
ORD-002903,PHARM-038,Sheikh Zayed Care · Ismailia,2026-06-19T10:09:03.719Z,PROD-0107,EVOMASH SYRUP 120 ML,MASH PREMIERE,10,pack
ORD-002903,PHARM-038,Sheikh Zayed Care · Ismailia,2026-06-19T10:09:03.719Z,PROD-0051,CISTAPRONT C SYRUP 120 ML,TAG PHARMA,75,pack
ORD-002904,PHARM-016,Giza Oasis Care · Cairo,2026-01-30T07:12:52.545Z,PROD-0173,SODIUM CHLORIDE 3% (ULTIMATE) I.V. INF. 500 ML,ULTIMATE PHARMA,50,pack
ORD-002905,PHARM-019,Luxor Temple Dispensary · Mansoura,2026-06-02T19:44:56.232Z,PROD-0065,HEDRIN ONCE SPRAY GEL 100 ML,STADA,150,pack
ORD-002906,PHARM-026,Qena Family Care · Asyut,2026-08-11T20:50:59.965Z,PROD-0054,ZOOVY  SPRAY,ELNIL > HEALING PHARMA,75,pack
ORD-002907,PHARM-047,Shubra Al-Kheima Care · Giza,2026-05-16T05:20:16.693Z,PROD-0067,ELAXICOPA 1 MG 10 F.C. TAB.,COPAD PHARMA,150,pack
ORD-002908,PHARM-006,Pyramids Medical · Luxor,2026-02-07T18:31:56.337Z,PROD-0030,EDABONE ORAL SUSP. 120 ML,NAPCO PHARMA > ED PHARMA,150,pack
ORD-002909,PHARM-018,Tanta Hope Pharmacy · Alexandria,2025-10-11T00:25:16.987Z,PROD-0174,PICOPREP POWDER FOR ORAL SOLN. 2 SACHETS,FERRING PHARMACEUTICALS > MULTIPHARMA,60,pack
ORD-002909,PHARM-018,Tanta Hope Pharmacy · Alexandria,2025-10-11T00:25:16.987Z,PROD-0003,INFINITY EYE CONTOUR SERUM 40 ML,EGYPTIAN COMPANY FOR COSMETICS > INFINITY PHARM,10,pack
ORD-002909,PHARM-018,Tanta Hope Pharmacy · Alexandria,2025-10-11T00:25:16.987Z,PROD-0129,GLUCOPHAGE 1000 MG 30 F.C.TABS.,MINA PHARM > MERCK SANTE-FRANCE,30,pack
ORD-002910,PHARM-013,Nasr City Cure · Damanhur,2025-10-28T23:49:51.939Z,PROD-0121,DRAKON UNDER-ARM WHITENING CREAM 50 GM,XFACTOR MEDICAL > PHARMA CRUISE MEDICAL,200,pack
ORD-002910,PHARM-013,Nasr City Cure · Damanhur,2025-10-28T23:49:51.939Z,PROD-0149,PRO HAIR SHAMPOO 180ML,HI-CARE > PHARMA CURE,20,pack
ORD-002910,PHARM-013,Nasr City Cure · Damanhur,2025-10-28T23:49:51.939Z,PROD-0007,GRAND THIO 300MG 30 TAB,ORGANIX > CHEMIPEDIA PHARMA,100,pack
ORD-002910,PHARM-013,Nasr City Cure · Damanhur,2025-10-28T23:49:51.939Z,PROD-0034,MATRIX 20 CAPS.,DELTA PHARMA > DEVARTLAB PHARMA,150,pack
ORD-002911,PHARM-016,Giza Oasis Care · Cairo,2026-06-18T02:47:57.398Z,PROD-0077,FEBURIC 120 MG 10 F.C. TABS.,HIKMA PHARMA,50,pack
ORD-002912,PHARM-015,Mohandessin Pharmacy · Minya,2026-08-11T02:47:44.923Z,PROD-0012,CLAVIMOX 1 GM 16 F.C.TABS. (N/A),PHARCO,40,pack
ORD-002913,PHARM-027,Sohag Sun Pharmacy · Zagazig,2026-04-25T16:49:30.493Z,PROD-0080,KALIG 10 SACHETS,MEDCARE > ABBOTT LABORATORIES,20,pack
ORD-002914,PHARM-010,Zamalek Wellness · Suez,2026-04-22T01:12:55.713Z,PROD-0169,CAROGIX 30 TABS.,MEDCARE > THREE ONE PHARMA,10,pack
ORD-002915,PHARM-002,El-Ezaby Branch · Giza,2026-08-03T15:15:34.211Z,PROD-0003,INFINITY EYE CONTOUR SERUM 40 ML,EGYPTIAN COMPANY FOR COSMETICS > INFINITY PHARM,200,pack
ORD-002915,PHARM-002,El-Ezaby Branch · Giza,2026-08-03T15:15:34.211Z,PROD-0072,ESMOPUMP 20 MG 14 E.C.TABS.,ORGANOPHARMA > ORGANO,50,pack
ORD-002915,PHARM-002,El-Ezaby Branch · Giza,2026-08-03T15:15:34.211Z,PROD-0165,INFINITY FACIAL WASH 200 ML,EGYPTIAN COMPANY FOR COSMETICS > INFINITY PHARM,50,pack
ORD-002916,PHARM-024,Asyut University Dispensary · Port Said,2025-11-07T03:20:02.473Z,PROD-0187,UNITRYPSINTO 10 TABLETS,ORGANIX > GRINTA PHARMA,20,pack
ORD-002917,PHARM-006,Pyramids Medical · Luxor,2026-02-20T10:31:05.138Z,PROD-0199,EMO SOFT CREAM 15 GM,GLOBAL NAPI PHARMACEUTICALS,100,pack
ORD-002918,PHARM-014,Dokki Health Store · Beni Suef,2025-12-19T19:39:05.251Z,PROD-0195,D. K DUO 400 IU 15 ML ORAL DROPS,DAWA EGYPT > QUAD PHARMACEUTICALS,40,pack
ORD-002919,PHARM-026,Qena Family Care · Asyut,2026-08-01T13:14:15.803Z,PROD-0131,GLOBISOLONE 500MG I.V./I.M. LYOPHILIZED POWDER VIAL,GLOBAL PHARMACEUTICAL INDUSTRIES,100,pack
ORD-002920,PHARM-048,Imbaba Community Dispensary · Alexandria,2025-12-08T01:01:44.943Z,PROD-0025,BISOLOCK-D 10/25 MG 20 F.C.TABS.,PHARCO,10,pack
ORD-002920,PHARM-048,Imbaba Community Dispensary · Alexandria,2025-12-08T01:01:44.943Z,PROD-0110,PROFENID 50 MG 24 CAPS.,SANOFI,75,pack
ORD-002920,PHARM-048,Imbaba Community Dispensary · Alexandria,2025-12-08T01:01:44.943Z,PROD-0027,SYMBICORT 320/9MCG TURBUHALER 60 DOSES,ASTRA ZENECA,10,pack
ORD-002921,PHARM-005,Al-Ahram Health Pharmacy · Tanta,2025-10-22T12:55:19.758Z,PROD-0017,ATOR 10 MG 7 TABS.,EIPICO,60,pack
ORD-002922,PHARM-035,Sharm El-Sheikh Clinic Pharmacy · Tanta,2026-04-07T14:33:41.343Z,PROD-0034,MATRIX 20 CAPS.,DELTA PHARMA > DEVARTLAB PHARMA,30,pack
ORD-002922,PHARM-035,Sharm El-Sheikh Clinic Pharmacy · Tanta,2026-04-07T14:33:41.343Z,PROD-0036,ATRAKTA ATOCARE CREAM 200 GM,CE.IS.CO SRL > MACRO GROUP PHARMACEUTICALS,20,pack
ORD-002923,PHARM-038,Sheikh Zayed Care · Ismailia,2025-11-15T05:09:41.106Z,PROD-0177,COPRIMASEPT ORAL SUSP. 100 ML (N/A),PHAROPHARMA,10,pack
ORD-002924,PHARM-037,6th of October Wellness · Aswan,2026-05-14T17:12:50.127Z,PROD-0017,ATOR 10 MG 7 TABS.,EIPICO,75,pack
ORD-002925,PHARM-033,Arish Palm Pharmacy · Alexandria,2026-02-21T17:13:43.807Z,PROD-0091,SODIUM CHLORIDE 0.9% & DEXTROSE 5% (OTSUKA ATECO) I.V. INF. 500 ML,OTSUKA  ATECO PHARMA > OTSUKA,40,pack
ORD-002925,PHARM-033,Arish Palm Pharmacy · Alexandria,2026-02-21T17:13:43.807Z,PROD-0015,VERDEX PRIME ALBA SERUM 50 ML,EGOTECK SRL > MACRO GROUP PHARMACEUTICALS,30,pack
ORD-002925,PHARM-033,Arish Palm Pharmacy · Alexandria,2026-02-21T17:13:43.807Z,PROD-0047,NEURAZINE 50MG/2ML 100 I.M. AMPS.(N/A),MISR,75,pack
ORD-002926,PHARM-016,Giza Oasis Care · Cairo,2026-05-12T03:37:50.460Z,PROD-0142,MAGIC HAIR OIL 60 ML,HI-CARE > PRIMA PHARM,100,pack
ORD-002927,PHARM-013,Nasr City Cure · Damanhur,2026-02-11T14:56:20.305Z,PROD-0109,ROSTEVO HAIR SERUM 150ML,DREAMS EL HABOBA > LAROSE,20,pack
ORD-002928,PHARM-020,Aswan River Care · Tanta,2025-11-02T03:11:22.029Z,PROD-0049,TOPGING ADVANCE 30 CAPS.,MASH PREMIERE > BIOMED,150,pack
ORD-002929,PHARM-006,Pyramids Medical · Luxor,2025-11-16T22:45:02.426Z,PROD-0106,UNIMER PED. ISOTONIC 9% NASAL SPRAY 100ML,LDPSA > WALFARM,50,pack
ORD-002930,PHARM-027,Sohag Sun Pharmacy · Zagazig,2026-06-30T03:31:26.569Z,PROD-0193,C-MIX 20 SACHETS,TADAWENA,40,pack
ORD-002931,PHARM-029,Damietta Coast Pharmacy · Beni Suef,2026-08-11T04:12:48.797Z,PROD-0121,DRAKON UNDER-ARM WHITENING CREAM 50 GM,XFACTOR MEDICAL > PHARMA CRUISE MEDICAL,25,pack
ORD-002932,PHARM-001,Nile Care Pharmacy · Cairo,2026-08-13T02:41:10.290Z,PROD-0185,EXTRA VIT POWDER 10 SACHETS 20 GM,MEDCARE > DIAMOND  PHARMA COMPANY,150,pack
ORD-002933,PHARM-012,Heliopolis Community Pharmacy · Zagazig,2026-06-24T05:54:07.685Z,PROD-0174,PICOPREP POWDER FOR ORAL SOLN. 2 SACHETS,FERRING PHARMACEUTICALS > MULTIPHARMA,10,pack
ORD-002934,PHARM-025,Zagazig Central Pharmacy · Suez,2026-01-10T01:39:43.956Z,PROD-0100,ZAVEDOS 10 MG VIAL(N/A),PFIZER,10,pack
ORD-002935,PHARM-006,Pyramids Medical · Luxor,2026-01-13T22:28:50.452Z,PROD-0022,DIFRAREL 100 - 20 F.C.TAB.,AMOUN > LEURQUIN - FRANCE,20,pack
ORD-002936,PHARM-003,Seif Care Center · Alexandria,2025-11-21T20:26:06.663Z,PROD-0076,ZYROVAZET 10/10MG 30 F.C. TABS.,AL ESRAA PHARMACEUTICAL OPTIMA > XEEDIA PHARMA,10,pack
ORD-002937,PHARM-006,Pyramids Medical · Luxor,2025-10-17T02:58:04.517Z,PROD-0151,CORDALEN 100 ML OIL SPRAY,ECC > BME PHARMA,75,pack
ORD-002938,PHARM-011,Maadi Prescription Hub · Asyut,2025-11-18T21:19:53.347Z,PROD-0199,EMO SOFT CREAM 15 GM,GLOBAL NAPI PHARMACEUTICALS,200,pack
ORD-002939,PHARM-035,Sharm El-Sheikh Clinic Pharmacy · Tanta,2025-10-31T02:27:39.287Z,PROD-0198,MO TRUE 200 GM 10SACHETS,BMS PHARMA,200,pack
ORD-002939,PHARM-035,Sharm El-Sheikh Clinic Pharmacy · Tanta,2025-10-31T02:27:39.287Z,PROD-0054,ZOOVY  SPRAY,ELNIL > HEALING PHARMA,30,pack
ORD-002940,PHARM-011,Maadi Prescription Hub · Asyut,2026-08-11T10:13:47.473Z,PROD-0060,FERNILAR 5 MG 20 F.C.TABS.,EGPI > ABBOTT,200,pack
ORD-002941,PHARM-010,Zamalek Wellness · Suez,2026-08-06T23:37:20.361Z,PROD-0002,WINGY 300 MG 20 CAP,PHARMA ZAD > BM PHARMA,50,pack
ORD-002942,PHARM-027,Sohag Sun Pharmacy · Zagazig,2026-06-07T07:21:17.418Z,PROD-0015,VERDEX PRIME ALBA SERUM 50 ML,EGOTECK SRL > MACRO GROUP PHARMACEUTICALS,200,pack
